MES_ANO;UF_PROCEDENCIA;CATEGORIA;QTD_MACHO;QTD_FEMEA
11/2014;PR;Suino Tipo Carne,;133901;106388
11/2015;DF;Suino;7177;7370
11/2015;MT;Suino;5482;5552
11/2015;PR;Galo;78917;0
11/2015;SP;Ovelha;1;0
11/2016;PA;Galinha;9978;0
11/2016;RN;Frango;276695;0
11/2016;RS;Vaca;9678;0
11/2017;PR;Novilha Intermediaria;1804;0
11/2017;RS;Bovino;29294;30775
11/2017;RS;Porco Matrizeiro;5;0
11/2018;GO;Frango;33473049;0
11/2018;PE;Bovino;55;5
11/2018;RS;Porca Matrizeira;8292;0
11/2018;SP;Vaca;520;0
11/2019;AC;Bovino;17318;4576
11/2019;GO;Vaca;9406;0
11/2020;GO;Frango;37128622;0
11/2020;SP;Frango;34177805;0
11/2021;MT;Piauçu;321;0
11/2021;SC;Peru;468133;448187
12/2001;PA;Bovino;20;0
12/2002;RS;Novilha Intermediaria;708;0
12/2002;RS;Porco Matrizeiro;452;0
12/2002;SC;Equino;80;103
12/2003;GO;Frango;12153091;0
12/2003;MG;Frango;12522101;0
12/2003;MT;Bufalo;38;0
12/2003;PE;Frango;1190623;0
12/2003;PR;Coelha;1587;0
12/2003;RS;Vitelo;12;0
12/2003;SC;Marreco;10124;0
12/2003;TO;Novilho Precoce;134;0
12/2004;GO;Muar;47;50
12/2004;MG;Avestruz;21;0
12/2004;MS;Frango;10044914;0
12/2004;MT;Suino Tipo Carne,;10730;11702
12/2004;RO;Novilhona;494;0
12/2005;MG;Vaca;1052;0
12/2005;SC;Suino;110758;89647
12/2005;SP;Novilha Intermediaria;727;0
12/2005;SP;Novilhao;6772;0
12/2006;BA;Ovelha;21;0
12/2006;GO;Bufalo;179;0
12/2006;MG;Novilho Intermediario;3045;0
12/2006;MS;Leitoa;20;0
12/2006;PA;Novilho Intermediario;1342;0
12/2007;MA;Bovino;24844;10615
12/2007;MS;Galinha;7594;0
12/2007;RS;Bufala;30;0
12/2007;SP;Codorna;92333;0
12/2008;PR;Novilha Intermediaria;2006;0
12/2008;RO;Vaca;25820;0
12/2008;TO;Equino;159;209
12/2009;MG;Galinha;161869;0
12/2009;PE;Frango Especial;15372;0
12/2010;MS;Suino Tipo Carne,;72722;19877
12/2010;RO;Equino;5;14
12/2010;SC;Novilho Intermediario;252;0
12/2011;GO;Ovino;25;55
12/2011;MG;Vaca;1073;0
12/2011;MS;Bovino;163252;129655
12/2011;MT;Suino Tipo Carne,;78354;79287
12/2011;SC;Porco Matrizeiro;7;0
12/2011;SP;Suino;7156;5743
12/2012;MG;Porco Nao Classificado;5648;0
12/2012;MG;Suino;81321;71281
12/2012;SC;Frango;59627642;0
12/2013;SP;Javali;45;0
12/2013;SP;Porca Matrizeira;637;0
12/2014;DF;Frango;5994272;0
12/2014;MG;Novilhao;308;0
12/2014;SC;Bovino;1708;4270
12/2015;BA;Vaca;21;0
12/2015;DF;Suino Tipo Carne,;795;0
12/2015;PA;Bovino;126808;50495
12/2015;PI;Galinha;5524;0
12/2016;DF;Galo;1599;0
12/2016;GO;Bovino;58033;18744
12/2016;MT;Vaca;8311;0
12/2016;PR;Porca Matrizeira;1501;0
12/2016;PR;Vaca;4995;0
12/2016;RS;Bufala;35;0
12/2017;GO;Peru;338372;0
12/2017;MG;Leitoa;1024;0
12/2017;MS;Suino Tipo Carne,;80768;1701
12/2017;SP;Coelho;2285;0
12/2017;SP;Ovino;230;0
12/2018;BA;Equino;84;224
12/2019;MS;Ovino;135;1252
12/2019;PA;Frango;3581246;0
12/2019;RO;Frango;1249704;0
12/2021;RO;Aves;1462225;0
01/2002;DF;Bovino;4;10
01/2003;BA;Suino;1097;1434
01/2003;RS;Leitoa;23;0
01/2004;GO;Touro/Touruno;200;0
01/2004;SP;Frango Especial;213442;0
01/2004;SP;Suino Tipo Banha,;2319;0
01/2005;AC;Bovino;5955;1744
01/2005;BA;Asinino;276;402
01/2005;GO;Vaca;9940;0
01/2005;SP;Leitao;95;0
01/2006;RN;Bovino;32;0
01/2006;SP;Equino;852;773
01/2007;BA;Equino;331;380
01/2007;MG;Coelho;480;0
01/2007;MG;Novilho Intermediario;4569;0
01/2007;PR;Frango;92356943;0
01/2008;GO;Bovino;133639;80339
01/2008;MS;Bovino;218241;181330
01/2008;PR;Equino;891;695
01/2008;RR;Bovino;2846;843
01/2009;PR;Equino;665;498
01/2010;SP;Galinha;2263954;0
01/2011;PA;Vaca;55;0
01/2011;RO;Vaca;45574;0
01/2011;RS;Galinha;659050;0
01/2012;PR;Galinha;1126896;0
01/2012;RS;Ovino;3459;7173
01/2012;RS;Peru;406337;0
01/2013;MG;Faizão;8666;0
01/2014;BA;Frango;3848762;0
01/2014;ES;Bovino;13707;5191
01/2014;GO;Frango;29206778;0
01/2014;GO;Galinha De Postura;40832;0
01/2014;MS;Novilhao;20;0
01/2014;RR;Suino;26;0
01/2014;SP;Leitao;3;0
01/2015;DF;Bovino;15;163
01/2015;GO;Novilhao;19856;0
01/2015;GO;Touro/Touruno;3621;0
01/2015;PI;Frango;538983;0
01/2015;PR;Frango Especial;29397;0
01/2015;SP;Novilho Precoce;192;0
01/2015;SP;Pato;322;0
01/2016;MG;Bufalo;10;0
01/2017;MG;Avestruz;15;0
01/2018;GO;Peru;347926;0
01/2018;MG;Leitao;75;0
01/2018;MG;Novilhao;270;0
01/2018;PR;Novilho Precoce;29;0
01/2019;AC;Bovino;17508;3895
01/2019;GO;Touro/Touruno;12733;0
01/2020;AC;Porca Matrizeira;70;0
01/2020;MG;Galo;11389;0
01/2020;RS;Asinino;20;0
01/2020;SP;Leitoa;60;0
01/2021;GO;Galo;14411;0
01/2021;PR;Novilha Intermediaria;2037;0
01/2021;SC;Novilho Precoce;2157;0
01/2022;PA;Asinino;5;5
01/2022;PR;Aves;36863538;19072447
01/2022;PR;Frango;64082280;35726115
02/2001;MG;Bovino;1091;2347
02/2003;MG;Vaca;1411;0
02/2003;SC;Equino;115;123
02/2003;SC;Galinha;184560;0
02/2003;SP;Touro/Touruno;4;0
02/2004;MS;Novilho Intermediario;504;0
02/2004;SC;Galinha;256284;0
02/2004;SC;Perdiz;30645;0
02/2004;SC;Porca Matrizeira;4812;0
02/2004;SP;Galinha De Postura;466907;0
02/2006;MS;Leitoa;159;0
02/2006;PR;Faizão;5928;0
02/2006;RS;Novilho Precoce;7320;0
02/2007;PA;Vaca;1137;0
02/2007;PR;Bufalo;175;0
02/2007;RS;Bufala;114;0
02/2007;SP;Vaca;4585;0
02/2008;BA;Bovino;21799;6935
02/2008;MT;Bufalo;54;0
02/2008;SC;Novilho Precoce;779;0
02/2009;BA;Ovino;1394;584
02/2009;MG;Vitelo;50;0
02/2009;MS;Bufala;44;0
02/2009;RS;Cordeiro;8084;0
02/2010;MS;Bovino;180630;128111
02/2010;MS;Novilhao;294;0
02/2010;MT;Bovino;100722;56682
02/2010;RS;Galo;28657;0
02/2010;RS;Suino Tipo Carne,;31600;31613
02/2010;SC;Bufalo;58;0
02/2011;PR;Coelho;2460;0
02/2011;RS;Novilhona;654;0
02/2011;SC;Codorna;497596;0
02/2012;DF;Suino Tipo Banha,;0;7542
02/2012;RO;Novilha Intermediaria;1;0
02/2012;RO;Novilhona;1473;0
02/2012;RS;Touro/Touruno;17;0
02/2013;PE;Frango;1096358;0
02/2013;RS;Javali;65;64
02/2013;RS;Novilha Precoce;84;0
02/2013;RS;Novilho Intermediario;5489;0
02/2015;GO;Galo;5641;0
02/2015;MS;Bufalo;142;0
02/2015;MS;Frango;11385441;0
02/2016;DF;Ovino;0;30
02/2016;GO;Muar;41;42
02/2016;MG;Avestruz Fêmea;14;0
02/2016;MG;Novilha Precoce;3164;0
02/2016;MG;Novilho Precoce;5815;0
02/2016;MG;Porca Matrizeira;2960;0
02/2017;DF;Bovino;32;62
02/2017;MG;Bovino;73349;49429
02/2017;RS;Galinha;411236;0
02/2018;RS;Suino;289605;275299
02/2018;SC;Equino;23;21
02/2019;GO;Novilho Precoce;9910;0
02/2019;MS;Suino Tipo Carne,;87145;390
02/2019;PR;Cordeiro;90;0
02/2019;RS;Novilha Intermediaria;245;0
02/2021;RS;Muar;0;2
02/2021;SC;Peru;349225;467621
02/2022;TO;Galinha;0;42120
03/2002;RS;Novilha Precoce;75;0
03/2003;GO;Bufala;20;0
03/2003;GO;Suino Tipo Carne,;63149;1441
03/2004;MG;Touro/Touruno;25;0
03/2005;ES;Muar;1;2
03/2005;MG;Vaca;1233;0
03/2005;PE;Frango;1150439;0
03/2005;RS;Novilhao;6114;0
03/2005;SP;Porca Matrizeira;1283;0
03/2005;SP;Vitelo;950;0
03/2006;MG;Suino Tipo Carne,;40969;40046
03/2006;RO;Bovino;14821;12715
03/2006;RS;Galinha;763418;0
03/2006;SP;Coelha;856;0
03/2007;AL;Avestruz;79;0
03/2007;MS;Novilhao;417;0
03/2007;RS;Ovino;3671;1130
03/2007;SC;Porco Matrizeiro;472;0
03/2007;SP;Muar;0;4
03/2007;TO;Suino;20;15
03/2008;AC;Bovino;13068;9552
03/2008;BA;Frango;3471294;0
03/2008;MT;Suino Tipo Carne,;23656;23222
03/2008;RJ;Frango;146312;0
03/2008;RS;Novilho Intermediario;5711;0
03/2008;RS;Suino;217829;209644
03/2008;SP;Novilhao;6100;0
03/2009;MS;Vaca;1482;0
03/2009;PR;Porca Matrizeira;1730;0
03/2010;GO;Novilhao;2;0
03/2010;MG;Bubalino Jovem;18;0
03/2010;MG;Ovino;295;416
03/2010;SP;Galinha Dangola;72;0
03/2010;TO;Vaca;20;0
03/2011;GO;Vaca;3675;0
03/2011;MG;Leitao;20;0
03/2011;PR;Frango;124617819;0
03/2011;RO;Novilhona;1;0
03/2011;SP;Frango;59318931;0
03/2012;PR;Bufala;46;0
03/2013;DF;Bovino;6;17
03/2013;MG;Suino Tipo Banha,;39;9
03/2013;RS;Equino;467;352
03/2013;SP;Novilho Precoce;422;0
03/2013;SP;Suino Tipo Carne,;33835;20057
03/2014;MT;Suino Tipo Carne,;72688;70016
03/2014;PR;Novilhao;1947;0
03/2014;PR;Peru;603691;0
03/2014;RO;Novilha Precoce;18;0
03/2015;MG;Novilha Intermediaria;502;0
03/2015;RO;Novilhona;1;0
03/2015;RS;Bufalo;118;0
03/2016;DF;Bovino;58;54
03/2016;GO;Novilha Precoce;10533;0
03/2016;MG;Novilho Precoce;4438;0
03/2016;RS;Muar;1;0
03/2017;DF;Suino;6307;6493
03/2017;MT;Novilhao;46117;0
03/2017;PA;Bufalo;46;0
03/2017;RO;Bovino;25397;27707
03/2017;RS;Ovino;1546;2302
03/2018;MT;Novilha Intermediaria;803;0
03/2019;MG;Porco Matrizeiro;10;0
03/2020;GO;Novilha Precoce;651;0
03/2020;GO;Rã Touro;4500;0
03/2020;MS;Bubalino Jovem;16;0
03/2021;MG;Bubalino;77;39
03/2021;MS;Ratitas;40;10
03/2022;TO;Bovino;54179;32193
04/2001;SP;Porca Matrizeira;234;0
04/2002;RS;Novilha Intermediaria;252;0
04/2003;SC;Galinha;161505;0
04/2003;SP;Coelho;517;0
04/2004;AC;Bovino;7363;1158
04/2004;PE;Galeto;343520;0
04/2004;PR;Porco Matrizeiro;6;0
04/2004;RS;Suino;159055;156387
04/2004;SC;Bufala;3;0
04/2004;SP;Avestruz;46;0
04/2004;SP;Pato;2310;0
04/2005;ES;Bovino;1965;63
04/2005;GO;Novilhona;2796;0
04/2005;GO;Peru;6846;0
04/2006;GO;Ovino;915;116
04/2006;MS;Leitoa;192;0
04/2006;MT;Bufala;62;0
04/2006;PR;Equino;1051;824
04/2006;SP;Vaca;3843;0
04/2007;AL;Avestruz;25;0
04/2007;SE;Suino;236;109
04/2007;SP;Vitelo;100;0
04/2008;GO;Bufalo;37;0
04/2008;MG;Leitao;57;0
04/2008;MG;Novilhao;198;0
04/2008;PA;Bovino;91268;52506
04/2008;PR;Bovino;55314;34355
04/2008;SC;Porco Matrizeiro;310;0
04/2009;MT;Suino Tipo Carne,;28505;29980
04/2009;RS;Novilhona;1908;0
04/2009;SC;Galinha;142410;0
04/2009;SC;Perdiz;14972;0
04/2009;SC;Suino Tipo Banha,;767;0
04/2009;TO;Bufala;30;0
04/2009;TO;Frango;808382;0
04/2010;ES;Bovino;11770;5458
04/2010;GO;Bufala;53;0
04/2010;MG;Coelha;114;0
04/2010;PR;Suino;86078;80813
04/2010;SE;Frango;44797;0
04/2011;GO;Novilha Precoce;257;0
04/2011;MG;Galinha;334407;0
04/2011;MG;Suino Tipo Banha,;1585;0
04/2011;MS;Bovino;158621;136197
04/2011;PR;Vitelo;14;0
04/2011;RS;Equino;270;231
04/2012;BA;Ovelha;36;0
04/2012;MG;Porco Matrizeiro;39;0
04/2012;PA;Novilhona;3696;0
04/2012;PR;Vaca;1633;0
04/2012;RS;Bovino;23695;17158
04/2013;ES;Frango;2146239;0
04/2013;ES;Galinha;331314;0
04/2013;MT;Novilho Precoce;90;0
04/2013;SC;Marreco;5820;0
04/2013;SP;Galo;33427;0
04/2014;GO;Bufala;6;0
04/2014;SC;Porca Matrizeira;11790;0
04/2015;PR;Novilhao;2042;0
04/2015;PR;Porco Nao Classificado;80;0
04/2015;PR;Vitelo;25;0
04/2015;RO;Frango;1023239;0
04/2016;BA;Caprino;0;21
04/2016;BA;Galinha;45928;0
04/2016;MT;Novilho Precoce;24;0
04/2016;PR;Galo;72261;0
04/2016;PR;Peru;623831;0
04/2016;RS;Porco Matrizeiro;6;0
04/2017;MT;Novilhao;33471;0
04/2017;SE;Bovino;2561;74
04/2018;DF;Frango;4713213;0
04/2018;GO;Asinino;1;0
04/2018;MS;Ovino;0;367
04/2018;MS;Suino;36468;36461
04/2018;PI;Frango;280702;0
04/2018;PR;Galo;70299;0
04/2018;SC;Galinha;442264;0
04/2018;SE;Bovino;2590;165
04/2018;TO;Vaca;208;0
04/2019;RS;Cordeiro;308;0
04/2019;SC;Novilha Precoce;568;0
04/2020;MT;Frango;17426191;0
04/2021;DF;Galinha;0;5708
04/2021;GO;Galinha;5485457;2342548
04/2021;MT;Bovino;186584;133503
04/2021;PB;Frango;0;5137
04/2022;MT;Frango;9503197;8501735
04/2022;PI;Bovino;90;0
04/2022;SC;Rã;600;600
05/2002;MT;Novilha Precoce;1838;0
05/2003;SP;Galinha Dangola;216;0
05/2004;GO;Peru;19906;0
05/2004;RN;Ovino;50;0
05/2005;GO;Novilhao;15761;0
05/2005;MS;Asinino;5;0
05/2005;MS;Suino;429;428
05/2005;PB;Galinha De Postura;23167;0
05/2005;PR;Muar;4;3
05/2005;RJ;Equino;177;129
05/2005;RS;Suino;176363;171860
05/2005;SC;Bovino;2658;3217
05/2006;GO;Galinha;10707;0
05/2006;MG;Galinha;86479;0
05/2006;SC;Novilho Intermediario;1836;0
05/2006;SP;Galinha Dangola;500;0
05/2006;TO;Bufalo;247;0
05/2007;BA;Cabrito;19;0
05/2007;BA;Frango;2980297;0
05/2007;PR;Peru;1235096;0
05/2007;SC;Muar;5;4
05/2007;SP;Bufala;72;0
05/2008;GO;Nonato;67;0
05/2008;MG;Bubalino Jovem;19;0
05/2008;MS;Leitao;379;0
05/2008;PR;Vitelo;217;0
05/2009;BA;Bufalo;13;0
05/2009;BA;Caprino;301;256
05/2009;MT;Bovino;94893;41533
05/2009;PR;Frango Especial;7359;0
05/2009;RS;Javali;157;166
05/2009;RS;Novilho Intermediario;2829;0
05/2009;SC;Novilho Precoce;979;0
05/2010;MG;Caprino;9;6
05/2010;PR;Galo;4164;0
05/2011;MG;Suino Tipo Banha,;4071;0
05/2011;MT;Vaca;13178;0
05/2011;PR;Coelha;1190;0
05/2011;SP;Ovino;1637;1782
05/2012;MG;Leitoa;8;0
05/2012;MT;Galo;5526;0
05/2012;SP;Coelho;1770;0
05/2013;MT;Galinha;519279;0
05/2013;RO;Novilhona;78;0
05/2013;SC;Bufalo;1;0
05/2013;SC;Novilha Precoce;310;0
05/2014;MG;Touro/Touruno;5;0
05/2014;MT;Novilho Precoce;1266;0
05/2014;PI;Bovino;29;0
05/2014;PR;Novilhao;2300;0
05/2014;RS;Javali;30;30
05/2014;SC;Porco Nao Classificado;99321;0
05/2014;SP;Coelho;580;0
05/2014;SP;Frango;41797072;0
05/2014;TO;Bovino;55925;50681
05/2015;AM;Bovino;2039;1832
05/2015;BA;Cordeiro;492;0
05/2015;MT;Porco Matrizeiro;6;0
05/2015;RS;Ovino;1370;3666
05/2015;TO;Novilho Intermediario;70;0
05/2016;DF;Frango Especial;2000;0
05/2016;GO;Galinha;242897;0
05/2016;MG;Bufalo;13;0
05/2016;MS;Novilho Precoce;151;0
05/2017;ES;Frango;3071518;0
05/2017;MA;Frango;16408;0
05/2017;PR;Coelho;150;0
05/2017;PR;Porco Nao Classificado;135;0
05/2017;SE;Suino;71;105
05/2018;MT;Touro/Touruno;616;0
05/2018;RS;Porco Matrizeiro;1;0
05/2018;SC;Leitao;1185;0
05/2019;SP;Galinha De Postura;390516;0
05/2020;RS;Novilha Intermediaria;579;0
05/2020;SC;Porco Matrizeiro;350;0
05/2021;RJ;Bovino;2237;705
06/2002;MT;Novilhona;26716;0
06/2003;BA;Vaca;62;0
06/2003;GO;Peru;8954;0
06/2003;PE;Frango;123758;0
06/2003;RS;Bufala;49;0
06/2003;RS;Cordeiro;300;0
06/2003;RS;Ovino;722;220
06/2003;RS;Suino Tipo Carne,;22574;26066
06/2003;SC;Galinha;99785;0
06/2003;SC;Galinha Dangola;2875;0
06/2004;MG;Suino Tipo Carne,;26351;25200
06/2004;SC;Bufalo;5;0
06/2004;SC;Galinha Dangola;900;0
06/2004;SP;Vitelo;163;0
06/2005;RJ;Muar;3;2
06/2006;SC;Novilhao;624;0
06/2006;SP;Vitelo;40;0
06/2007;RS;Vaca;2813;0
06/2007;SC;Peru;817597;0
06/2008;GO;Vaca;11905;0
06/2008;MT;Novilhona;40671;0
06/2008;MT;Suino;14519;15033
06/2008;PR;Novilhona;306;0
06/2008;PR;Porco Nao Classificado;1143;0
06/2008;RS;Vaca;2286;0
06/2008;SP;Ovino;315;29
06/2008;SP;Porco Matrizeiro;182;0
06/2008;TO;Vaca;20;0
06/2009;MG;Vitelo;135;0
06/2009;RR;Porco Nao Classificado;19;0
06/2009;RS;Galo;12838;0
06/2009;SC;Galinha Dangola;3338;0
06/2009;SC;Porca Matrizeira;10155;0
06/2010;MG;Novilha Precoce;1073;0
06/2010;MS;Bovino;227792;123012
06/2011;MG;Suino;71025;62957
06/2011;RS;Ovino;1972;766
06/2011;SP;Novilha Intermediaria;1634;0
06/2012;MG;Novilho Intermediario;2;0
06/2012;MS;Frango;10523822;0
06/2012;RS;Cordeiro;3373;0
06/2012;SC;Galo;7139;0
06/2013;PA;Novilhao;5950;0
06/2013;PR;Vitelo;90;0
06/2014;RO;Vaca;41100;0
06/2015;MS;Galinha;32939;0
06/2015;MS;Novilhona;40;0
06/2015;RN;Frango;316280;0
06/2016;GO;Ovino;12;14
06/2016;MG;Leitao;180;0
06/2016;SP;Pato;1614;0
06/2017;DF;Bovino;79;134
06/2017;ES;Bufala;8;0
06/2017;PR;Vaca;5348;0
06/2018;MA;Bovino;32513;1039
06/2018;MG;Avestruz;30;0
06/2018;MG;Suino Tipo Banha,;8;0
06/2018;PI;Frango;165547;0
06/2018;PR;Muar;1;1
06/2018;RS;Suino;362351;322846
06/2019;MG;Novilho Precoce;15030;0
06/2019;MG;Suino;67246;42506
06/2019;PR;Leitao;549;0
06/2019;SC;Capao;4;0
06/2020;AM;Touro/Touruno;80;0
06/2020;DF;Leitoa;490;0
06/2020;MS;Novilha Intermediaria;6308;0
06/2020;MT;Suino;17288;16421
06/2021;SP;Aves;13034500;512986
06/2022;BA;Galo;1255;0
06/2022;GO;Galo;1438;0
06/2022;PA;Frango;5788913;23653
06/2022;RN;Aves;234426;245739
07/2002;PR;Frango;12195037;0
07/2003;RO;Frango;596086;0
07/2003;SC;Porco Nao Classificado;652;0
07/2004;MT;Vaca;22175;0
07/2004;SC;Bufala;28;0
07/2004;SP;Frango;40852877;0
07/2005;RN;Caprino;51;0
07/2005;RS;Suino Tipo Carne,;21567;21806
07/2005;SP;Galinha Dangola;119;0
07/2006;MG;Novilho Precoce;5543;0
07/2006;RS;Cordeiro;4318;0
07/2007;GO;Novilho Intermediario;1373;0
07/2007;MS;Novilhona;481;0
07/2007;RS;Porca Matrizeira;3183;0
07/2008;MG;Coelha;220;0
07/2008;MS;Equino;571;380
07/2008;MS;Frango;12338364;0
07/2008;MT;Bovino;136356;41505
07/2010;AC;Novilhao;330;0
07/2010;DF;Suino;5781;5922
07/2010;PA;Novilhao;5145;0
07/2010;SC;Novilha Precoce;406;0
07/2010;SP;Vitelo;819;0
07/2011;GO;Novilho Precoce;8160;0
07/2012;MS;Novilha Intermediaria;189;0
07/2013;AM;Touro/Touruno;6;0
07/2013;SC;Pato;104025;0
07/2014;MT;Suino;3266;3156
07/2014;PR;Galo;64343;0
07/2014;SC;Codorna;576732;0
07/2015;AM;Bovino;2333;1585
07/2015;BA;Cordeiro;141;0
07/2016;AC;Leitao;55;0
07/2016;MT;Suino;6813;6552
07/2016;PR;Novilhao;2482;0
07/2016;PR;Porco Matrizeiro;75;0
07/2016;PR;Suino Tipo Carne,;138404;132807
07/2016;SC;Novilho Precoce;498;0
07/2016;SP;Bufala;150;0
07/2017;GO;Novilhona;6574;0
07/2017;MT;Frango;16792041;0
07/2017;RS;Novilha Precoce;89;0
07/2018;PR;Suino Tipo Banha,;30;0
07/2019;AC;Leitao;1;0
07/2019;GO;Frango;38856169;0
07/2019;PA;Novilho Precoce;107;0
07/2019;PR;Porco Matrizeiro;253;0
07/2019;SC;Galinha;465029;0
07/2020;ES;Bovino;5133;424
07/2020;PA;Touro/Touruno;24;0
07/2020;RO;Novilha Precoce;3;0
07/2020;SP;Leitoa;11;0
07/2021;AC;Suíno;2309;2392
07/2021;MG;Ovino;89;1
07/2022;AC;Suíno;2552;2555
07/2022;PR;Jacaré;3660;0
07/2022;PR;Muar;1;1
08/2002;RS;Galinha;57800;0
08/2003;AL;Suino;180;0
08/2003;BA;Bovino;19520;3133
08/2003;MG;Galinha;49374;0
08/2003;PR;Bufalo;149;0
08/2003;SP;Equino;859;414
08/2004;SC;Codorna;496798;0
08/2004;SP;Asinino;2;5
08/2004;SP;Bovino;96250;73901
08/2004;SP;Frango;42878161;0
08/2005;MS;Galinha De Postura;23924;0
08/2005;PR;Bufalo;176;0
08/2005;RS;Caprino;55;0
08/2006;MS;Avestruz;10;0
08/2006;PB;Galeto;11970;0
08/2006;RS;Porco Matrizeiro;1083;0
08/2007;BA;Cabrito;154;0
08/2007;GO;Vitelo;416;0
08/2007;MS;Equino;671;537
08/2007;PA;Novilhao;9022;0
08/2007;PE;Frango;912280;0
08/2007;SC;Marreco;39751;0
08/2007;SP;Coelho;235;0
08/2008;MG;Faizão;7122;0
08/2009;AM;Bufala;15;0
08/2009;GO;Vaca;337;0
08/2010;GO;Ovino;75;252
08/2010;MG;Avestruz;12;0
08/2010;SP;Muar;2;1
08/2011;MS;Avestruz;208;0
08/2011;MT;Galinha;453293;0
08/2012;BA;Bufala;24;0
08/2012;MG;Bufala;19;0
08/2012;MG;Suino Tipo Carne,;94258;62225
08/2012;PB;Frango;1584069;0
08/2012;RO;Novilhona;856;0
08/2012;RS;Galo;39575;0
08/2012;SP;Novilha Intermediaria;2012;0
08/2012;SP;Vaca;2933;0
08/2013;MT;Nonato;78;0
08/2013;RS;Porca Matrizeira;7270;0
08/2014;GO;Frango;28921928;0
08/2014;GO;Novilha Precoce;4608;0
08/2014;MG;Vitelo;1744;0
08/2014;RR;Bovino;3085;1251
08/2014;SP;Ovelha;1;0
08/2015;BA;Frango;3712032;0
08/2015;GO;Novilho Intermediario;31358;0
08/2015;GO;Vaca;9120;0
08/2015;RO;Frango;1072708;0
08/2015;SP;Coelho;500;0
08/2016;GO;Ovino;13;27
08/2016;SC;Pato;218268;0
08/2016;SC;Porco Matrizeiro;16;0
08/2016;SP;Suino Tipo Carne,;17944;16291
08/2017;GO;Novilho Intermediario;48669;0
08/2017;PE;Galinha;11400;0
08/2018;GO;Novilhao;18478;0
08/2018;GO;Novilho Precoce;23318;0
08/2018;MG;Ovino;358;212
08/2018;RS;Ovino;824;1180
08/2018;SP;Galo;23938;0
08/2019;GO;Porca Matrizeira;1379;0
08/2019;MT;Frango;18148443;0
08/2019;SC;Cordeira;7;0
08/2019;SC;Galinha;517735;0
08/2019;SC;Suino Tipo Carne,;168467;154494
08/2019;SP;Leitoa;12;0
08/2020;MG;Frango Especial;1867563;0
08/2020;MG;Leitao;40;0
08/2020;PA;Galo;199;0
08/2020;RS;Novilho Precoce;173;0
08/2021;MG;Outros anfíbios;1000;0
08/2021;PR;Muar;1;1
08/2022;CE;Asinino;0;500
09/2002;MG;Suino;22152;20037
09/2002;TO;Bovino;33070;5622
09/2003;MT;Galinha;25129;0
09/2003;SC;Marreco;14000;0
09/2003;SP;Suino Tipo Carne,;26168;9813
09/2004;TO;Bufala;40;0
09/2005;GO;Novilhao;4643;0
09/2005;MG;Galinha De Postura;10233;0
09/2005;MS;Novilhona;193;0
09/2005;MS;Suino;454;234
09/2005;PR;Galinha;304066;0
09/2005;SP;Galinha;298719;0
09/2006;GO;Novilha Intermediaria;3826;0
09/2006;MS;Touro/Touruno;6;0
09/2006;MT;Bufalo;20;0
09/2006;RJ;Muar;1;0
09/2006;SC;Novilho Intermediario;1016;0
09/2006;SE;Frango;122980;0
09/2007;GO;Novilhao;8693;0
09/2007;RS;Porco Matrizeiro;38;0
09/2007;SP;Vaca;5478;0
09/2008;MG;Porca Matrizeira;902;0
09/2008;PA;Novilho Intermediario;18;0
09/2008;RS;Cordeiro;4462;0
09/2008;RS;Vaca;5218;0
09/2009;BA;Frango;2820669;0
09/2009;MT;Leitao;10;0
09/2010;GO;Peru;465926;0
09/2010;MS;Porca Matrizeira;241;0
09/2010;SE;Bovino;3613;292
09/2010;SP;Novilho Intermediario;4262;0
09/2011;BA;Equino;16;12
09/2011;GO;Galinha;214703;0
09/2011;MG;Galinha;594246;0
09/2011;MT;Suino Tipo Banha,;1159;0
09/2011;SC;Peru;1032307;0
09/2011;SP;Bufala;17;0
09/2013;MG;Suino;61869;53390
09/2013;MS;Suino Tipo Carne,;61768;5076
09/2013;MT;Frango;20218895;0
09/2013;PR;Peru;993958;0
09/2013;RS;Javali;70;70
09/2013;RS;Novilha Precoce;187;0
09/2014;ES;Frango;2262058;0
09/2014;ES;Galinha;201301;0
09/2014;GO;Touro/Touruno;6621;0
09/2014;MG;Avestruz;15;0
09/2014;MT;Bovino;164435;74611
09/2014;PA;Bufala;58;0
09/2014;RS;Suino;295142;252851
09/2014;SP;Galo;52298;0
09/2015;MT;Bufala;13;0
09/2016;GO;Galinha De Postura;39606;0
09/2016;PA;Bufala;39;0
09/2016;SP;Nonato;302;0
09/2017;MG;Bufala;136;0
09/2017;PA;Bovino;120987;46744
09/2018;ES;Bovino;5863;1044
09/2018;GO;Asinino;12;1
09/2018;GO;Porca Matrizeira;920;0
09/2018;RO;Bovino;34006;18494
09/2018;SP;Suino Tipo Carne,;9491;2206
09/2019;GO;Galo;9171;0
09/2019;MG;Novilho Precoce;20832;0
09/2020;DF;Leitao;423;0
09/2020;MT;Bufalo;12;0
09/2020;RS;Bubalino Jovem;10;0
09/2020;SP;Bovino;168589;29574
09/2021;GO;Bovino;155971;36201
09/2021;MT;Bovino;219614;97585
1/2021;GO;Novilha Precoce;82;0
1/2021;PI;Bovino;80;0
1/2021;PR;Galo;85441;0
1/2021;RJ;Bovino;1756;413
1/2021;SP;Galinha;459750;0
10/2001;SP;Frango;1175646;0
10/2003;MG;Vaca;2055;0
