MES_ANO;UF_PROCEDENCIA;CATEGORIA;QTD_MACHO;QTD_FEMEA
07/2014;PR;Bufalo;51;0
07/2015;MT;Suino;5915;6190
07/2016;GO;Frango;31154933;0
07/2017;GO;Vaca;25282;0
07/2018;MG;Porco Matrizeiro;230;0
07/2018;MG;Vitelo;1120;0
07/2018;MT;Bovino;220857;119800
07/2018;PI;Frango;199153;0
07/2018;SC;Porca Matrizeira;13085;0
07/2019;AM;Vaca;60;0
07/2019;GO;Novilho Precoce;1292;0
07/2019;GO;Porca Matrizeira;1239;0
07/2019;RS;Novilha Intermediaria;100;0
07/2019;SC;Equino;39;27
07/2019;SP;Pato;2068;0
07/2020;DF;Bufalo;44;0
07/2020;GO;Novilho Intermediario;40962;0
07/2020;PA;Nonato;17;0
07/2020;RO;Novilho Precoce;4;0
07/2021;RN;Aves;239780;239770
07/2022;SC;Galinha-d'angola;3882;0
08/2002;ES;Bovino;8492;1415
08/2003;RS;Javali;22;22
08/2004;GO;Equino;915;890
08/2004;MA;Bovino;30023;4298
08/2004;MG;Suino Tipo Carne,;23980;26275
08/2004;MT;Touro/Touruno;1853;0
08/2004;RS;Peru;516543;0
08/2005;ES;Bovino;1505;581
08/2005;MG;Equino;1749;1575
08/2005;MG;Suino Tipo Carne,;29276;29057
08/2005;MT;Bufala;30;0
08/2005;PR;Equino;1721;1319
08/2005;PR;Novilhao;2529;0
08/2005;SC;Javali;59;54
08/2006;MA;Touro/Touruno;70;0
08/2006;TO;Novilhao;491;0
08/2007;PR;Porco Matrizeiro;68;0
08/2007;PR;Porco Nao Classificado;1407;0
08/2007;RO;Touro/Touruno;8426;0
08/2007;RS;Cordeiro;4813;0
08/2007;SC;Equino;251;231
08/2008;BA;Avestruz Fêmea;22;0
08/2008;PR;Bovino;39903;19747
08/2008;PR;Coelho;2658;0
08/2008;PR;Novilho Precoce;700;0
08/2008;SP;Coelho;280;0
08/2008;SP;Equino;330;164
08/2008;TO;Ovino;64;109
08/2009;BA;Equino;729;496
08/2009;PR;Ovino;10;15
08/2009;PR;Suino Tipo Banha,;1109;0
08/2009;RS;Touro/Touruno;27;0
08/2009;SC;Porco Nao Classificado;44940;0
08/2009;SP;Novilhona;2493;0
08/2010;MS;Equino;23;11
08/2010;MT;Suino Tipo Carne,;65972;55170
08/2010;RS;Capao;3744;0
08/2010;SP;Suino;8988;3563
08/2011;MS;Galinha;136097;0
08/2011;MS;Ovino;120;60
08/2011;MT;Galo;5832;0
08/2011;PA;Novilhona;4236;0
08/2011;PR;Vaca;1042;0
08/2012;MG;Bovino;107261;44305
08/2012;MS;Novilhao;198;0
08/2012;MS;Suino Tipo Carne,;70545;7109
08/2012;RR;Suino;72;0
08/2012;SC;Leitoa;656;0
08/2013;GO;Bovino;142945;38303
08/2013;MG;Porca Matrizeira;2044;0
08/2013;PR;Bufalo;42;0
08/2013;PR;Porco Nao Classificado;1449;0
08/2013;RO;Frango;868186;0
08/2013;RS;Novilhao;763;0
08/2013;SP;Bufala;27;0
08/2014;BA;Caprino;20;32
08/2014;MG;Porca Matrizeira;1869;0
08/2014;PA;Bovino;104559;54455
08/2014;PR;Galo;57951;0
08/2014;RO;Novilhao;22714;0
08/2015;MT;Touro/Touruno;939;0
08/2015;SP;Galinha;1409067;0
08/2016;RO;Bovino;25761;19742
08/2017;DF;Galinha De Postura;23826;0
08/2017;GO;Galinha De Postura;142104;0
08/2017;MG;Frango;32973391;0
08/2017;MG;Suino;74266;41335
08/2018;GO;Bufala;11;0
08/2018;GO;Bufalo;8;0
08/2018;GO;Novilho Intermediario;50390;0
08/2018;MG;Porca Matrizeira;4431;0
08/2018;PA;Novilhao;3959;0
08/2018;RS;Frango;67483038;0
08/2019;ES;Frango;3337537;0
08/2019;MT;Vaca;1248;0
08/2019;RS;Cordeira;20;0
08/2020;GO;Asinino;4;1
08/2020;PR;Porca Matrizeira;4538;0
08/2021;RR;Bovino;2022;51
09/2003;MG;Equino;954;901
09/2003;MT;Novilhona;45723;0
09/2004;RS;Cordeiro;1213;0
09/2004;RS;Frango;50026419;0
09/2006;CE;Ovino;99;0
09/2006;MS;Porca Matrizeira;468;0
09/2006;PA;Novilhona;2116;0
09/2006;RR;Suino;77;72
09/2006;RS;Novilhao;6352;0
09/2006;TO;Frango;77348;0
09/2008;GO;Porca Matrizeira;2667;0
09/2008;RS;Galo;11164;0
09/2008;SP;Novilhona;1306;0
09/2009;MG;Porco Matrizeiro;11;0
09/2009;MS;Muar;42;29
09/2009;RS;Coelho;2657;0
09/2009;RS;Novilho Precoce;9378;0
09/2010;GO;Muar;17;4
09/2010;RS;Vaca;11764;0
09/2010;SP;Touro/Touruno;10;0
09/2011;BA;Bovino;27195;4939
09/2011;PA;Novilhao;3874;0
09/2011;RS;Leitoa;2811;0
09/2011;SE;Suino;177;184
09/2011;SP;Equino;51;43
09/2012;MG;Cutia;4;0
09/2012;PA;Bufala;70;0
09/2012;RS;Novilho Intermediario;4319;0
09/2012;SP;Bufala;7;0
09/2012;SP;Javali;20;0
09/2013;GO;Novilha Precoce;6790;0
09/2013;MG;Bufalo;81;0
09/2013;SC;Bovino;1527;4649
09/2013;SE;Bovino;3320;420
09/2014;DF;Frango;6213809;0
09/2014;SC;Bufala;4;0
09/2015;DF;Bovino;11;15
09/2015;GO;Porca Matrizeira;1567;0
09/2016;GO;Bufalo;2;0
09/2016;MG;Avestruz Fêmea;15;0
09/2016;MG;Galinha;181572;0
09/2016;MT;Leitao;18;0
09/2016;PR;Suino;160998;170018
09/2016;RO;Vaca;31614;0
09/2016;RS;Porco Matrizeiro;4;0
09/2016;SC;Suino Tipo Banha,;60;0
09/2016;SP;Frango;36188396;0
09/2016;SP;Novilho Intermediario;3705;0
09/2016;SP;Vaca;1354;0
09/2017;MS;Bovino;152895;92033
09/2017;PR;Suino Tipo Carne,;129452;127687
09/2017;RS;Porco Matrizeiro;1;0
09/2018;BA;Galinha;48423;0
09/2018;MS;Avestruz;55;0
09/2018;MT;Galinha;518935;0
09/2018;PR;Nonato;10;0
09/2018;RS;Novilho Precoce;838;0
09/2018;RS;Touro/Touruno;76;0
09/2018;SP;Galo;22609;0
09/2019;MG;Bufala;51;0
09/2020;RN;Frango;380928;0
09/2020;SC;Peru;964119;0
09/2021;BA;Aves;1248073;1285420
09/2021;ES;Bovino;3288;221
09/2022;BA;Asinino;3056;2012
09/2022;DF;Suíno;1866;3752
09/2022;RS;Ovino;506;1096
1/2021;AC;Suino;1332;1327
1/2021;SC;Novilho Precoce;2157;0
10/2002;MS;Bovino;3055;1191
10/2002;MT;Novilhao;94218;0
10/2003;MS;Asinino;1;1
10/2003;MS;Vaca;120;0
10/2003;RS;Porca Matrizeira;3565;0
10/2003;SP;Porca Matrizeira;349;0
10/2004;GO;Equino;666;602
10/2004;MG;Vaca;437;0
10/2004;MT;Suino Tipo Carne,;4662;4657
10/2004;RR;Suino;79;56
10/2005;PR;Peru;586290;0
10/2005;RS;Peru;402964;0
10/2005;SP;Novilha Precoce;161;0
10/2006;RS;Suino Tipo Carne,;19105;19367
10/2007;MS;Leitoa;320;0
10/2007;MS;Suino;1114;1028
10/2007;PR;Porco Nao Classificado;30;0
10/2007;RR;Bovino;2789;939
10/2007;RS;Galo;9272;0
10/2007;SP;Leitoa;212;0
10/2008;BA;Caprino;218;52
10/2008;MS;Bufalo;38;0
10/2008;MS;Leitao;125;0
10/2008;SC;Porco Matrizeiro;361;0
10/2009;BA;Bovino;24762;6858
10/2009;DF;Suino;6555;6490
10/2009;MS;Novilho Intermediario;144;0
10/2009;PA;Bufalo;299;0
10/2009;RS;Capivara;40;0
10/2009;RS;Equino;573;546
10/2009;RS;Galo;18772;0
10/2010;MS;Frango;11131504;0
10/2010;MS;Touro/Touruno;238;0
10/2010;PA;Novilhona;1894;0
10/2010;SC;Pato;216461;0
10/2011;MT;Bovino;142417;65112
10/2012;SP;Bufala;7;0
10/2013;GO;Novilha Precoce;6619;0
10/2013;MG;Galinha De Postura;27456;0
10/2013;MS;Novilha Precoce;30;0
10/2013;RN;Frango;339040;0
10/2013;RO;Bufala;5;0
10/2014;BA;Bovino;33828;16271
10/2014;BA;Cabrito;100;0
10/2014;DF;Bufala;1;0
10/2014;PB;Frango;1705850;0
10/2014;PR;Muar;56;30
10/2015;GO;Leitao;340;0
10/2015;MG;Avestruz;15;0
10/2015;MT;Suino Tipo Carne,;78802;79485
10/2015;RO;Bovino;20034;10578
10/2015;RS;Bufalo;175;0
10/2015;SC;Porco Matrizeiro;6;0
10/2015;SC;Suino;285701;278973
10/2016;PR;Bufalo;20;0
10/2016;SP;Ovelha;8;0
10/2017;PR;Bovino;47872;22368
10/2017;RN;Frango;310347;0
10/2017;SP;Frango;39296653;0
10/2017;TO;Frango;1338451;0
10/2018;DF;Bovino;213;162
10/2019;GO;Suino;60239;63990
10/2019;PE;Frango;3522171;0
10/2019;SC;Galinha De Postura;15268;0
10/2020;GO;Porco Nao Classificado;442;0
10/2020;MT;Bufalo;12;0
10/2020;SC;Cordeira;1;0
10/2020;SC;Novilho Precoce;2436;0
10/2021;BA;Equino;2346;3002
10/2022;MG;Bovino;132073;29737
10/2022;MS;Jacaré;900;0
11/2003;SC;Bovino;2810;2593
11/2004;GO;Vaca;3685;0
11/2004;MG;Galinha;59848;0
11/2004;RS;Porco Matrizeiro;39;0
11/2004;SP;Cordeiro;307;0
11/2005;BA;Galinha;13853;0
11/2005;MT;Muar;29;27
11/2005;RJ;Bovino;416;262
11/2006;MG;Galo;2861;0
11/2006;PA;Novilhao;7799;0
11/2006;TO;Novilhao;2063;0
11/2007;AC;Bovino;17335;6666
11/2007;MG;Ovino;787;589
11/2007;MT;Bufalo;84;0
11/2007;PR;Novilho Intermediario;688;0
11/2007;RS;Novilha Intermediaria;938;0
11/2007;RS;Suino;228136;230185
11/2007;SE;Frango;73196;0
11/2007;SP;Novilhona;2034;0
11/2008;PE;Frango;943739;0
11/2008;PR;Equino;604;387
11/2008;RS;Peru;410030;0
11/2008;SE;Frango;31590;0
11/2009;MT;Bufalo;33;0
11/2010;MS;Novilho Precoce;234;0
11/2010;SC;Novilho Precoce;1912;0
11/2011;PR;Pato;6801;0
11/2011;SC;Leitoa;440;0
11/2011;SP;Coelho;4637;0
11/2011;SP;Novilha Precoce;721;0
11/2012;MG;Frango;28193290;0
11/2012;PA;Bufala;32;0
11/2012;RO;Novilhona;744;0
11/2012;SC;Ra;27794;0
11/2012;SE;Ovino;33;0
11/2012;SP;Bovino;156547;33991
11/2012;SP;Vaca;3049;0
11/2013;MG;Bufala;69;0
11/2013;SP;Frango;42972093;0
11/2013;SP;Porca Matrizeira;688;0
11/2014;AM;Novilhao;13;0
11/2014;GO;Galo;4928;0
11/2014;MG;Novilha Precoce;427;0
11/2014;PR;Vaca;749;0
11/2014;RS;Bufalo;183;0
11/2014;SC;Codorna;455456;0
11/2014;SP;Novilho Precoce;825;0
11/2015;BA;Galinha;5587;0
11/2015;GO;Frango;32032801;0
11/2015;GO;Novilha Intermediaria;3292;0
11/2015;MG;Galinha De Postura;109554;0
11/2015;MT;Novilho Precoce;28;0
11/2016;MG;Porca Matrizeira;3956;0
11/2016;MG;Porco Matrizeiro;244;0
11/2016;SP;Coelho;775;0
11/2017;GO;Porca Matrizeira;1796;0
11/2017;MT;Novilha Intermediaria;1706;0
11/2017;RS;Vaca;8156;0
11/2018;GO;Novilho Precoce;20624;0
11/2018;GO;Vaca;10785;0
11/2018;MG;Leitoa;751;0
11/2019;ES;Bovino;6916;845
11/2019;MS;Suino Tipo Carne,;83412;0
11/2019;PI;Bovino;150;0
11/2019;SC;Bufalo;21;0
11/2020;MT;Leitao;131;0
11/2020;SE;Suino;80;24
11/2021;BA;Asinino;5638;4219
11/2021;TO;Frango;181618;0
11/2022;SC;Frango;53009;71746
12/2002;GO;Frango;6779427;0
12/2002;MT;Bufalo;7;0
12/2003;GO;Novilhao;8026;0
12/2003;GO;Porca Matrizeira;1517;0
12/2003;MG;Porca Matrizeira;732;0
12/2003;RN;Ovino;78;0
12/2004;DF;Ovino;10;10
12/2004;DF;Suino;2247;2009
12/2004;MS;Novilho Precoce;177;0
12/2004;RO;Equino;20;40
12/2004;RS;Cordeiro;8185;0
12/2004;RS;Novilhona;3180;0
12/2004;SP;Bufalo;178;0
12/2005;AM;Bufala;13;0
12/2005;MG;Novilhao;602;0
12/2005;RO;Frango;719827;0
12/2005;SP;Suino;3627;2139
12/2006;MG;Galo;520;0
12/2006;MS;Equino;475;412
12/2006;PA;Novilha Intermediaria;1363;0
12/2006;PR;Vaca;1946;0
12/2006;RS;Galo;9278;0
12/2007;BA;Ovino;1036;213
12/2007;GO;Bovino;136004;38194
12/2007;GO;Vitelo;300;0
12/2007;RO;Vaca;38383;0
12/2008;PR;Novilho Precoce;408;0
12/2008;SP;Coelho;350;0
12/2009;GO;Peru;445514;0
12/2009;RO;Novilhao;54654;0
12/2009;RS;Muar;5;4
12/2009;SP;Touro/Touruno;24;0
12/2010;RS;Novilho Precoce;7761;0
12/2010;SC;Novilho Precoce;1292;0
12/2010;SP;Novilhao;9499;0
12/2011;MT;Bovino;132226;102745
12/2011;RO;Frango;1039679;0
12/2011;RS;Equino;410;365
12/2011;RS;Vaca;7379;0
12/2011;SC;Bufalo;3;0
12/2012;PA;Bufala;39;0
12/2012;PA;Bufalo;184;0
12/2013;MG;Suino Tipo Banha,;7;8
12/2013;SP;Bovino;120241;42181
12/2014;GO;Frango;31495384;0
12/2014;MT;Novilhao;92090;0
12/2014;MT;Suino Tipo Carne,;71604;66289
12/2014;RS;Cordeiro;499;0
12/2015;DF;Frango;5930204;0
12/2015;MG;Vaca;20;0
12/2015;MT;Bovino;184803;63846
12/2015;PA;Novilhona;2797;0
12/2015;SC;Peru;551247;0
12/2016;GO;Frango;31638650;0
12/2016;MG;Frango;37812611;0
12/2016;PB;Frango;1334342;0
12/2016;RS;Ovino;3238;1863
12/2016;SC;Pato;109201;0
12/2016;SC;Porco Nao Classificado;147001;0
12/2017;MT;Suino Tipo Banha,;755;0
12/2017;PB;Galeto;24557;0
12/2017;RJ;Bovino;1706;653
12/2017;RO;Frango;1427378;0
12/2017;RS;Cordeiro;158;0
12/2017;RS;Porco Nao Classificado;4454;0
12/2017;SC;Pato;184197;0
12/2018;AC;Porca Matrizeira;30;0
12/2018;MG;Porca Matrizeira;2074;0
12/2018;PA;Novilha Precoce;413;0
12/2018;SC;Novilha Precoce;853;0
12/2018;SE;Porco Nao Classificado;25;0
12/2019;MT;Vaca;800;0
12/2019;TO;Novilho Intermediario;392;0
12/2020;GO;Rã Touro;9000;0
12/2020;MS;Suino;35987;45749
12/2021;DF;Aves;4530061;0
12/2021;MS;Galinha;9055;138813
12/2021;MT;Bovino;322807;115808
12/2021;SP;Bovino;181876;30634
01/2002;AL;Bovino;2032;37
01/2002;RO;Bovino;6687;1667
01/2003;MG;Novilhao;190;0
01/2003;MG;Porca Matrizeira;1452;0
01/2003;MS;Equino;556;491
01/2004;MG;Suino Tipo Carne,;22903;24101
01/2004;MT;Frango;4670020;0
01/2004;PR;Bufala;97;0
01/2004;RS;Galinha;397513;0
01/2004;RS;Touro/Touruno;149;0
01/2005;MT;Novilhona;68271;0
01/2005;SC;Suino;91487;72783
01/2006;GO;Frango;16021380;0
01/2006;MT;Novilhao;83003;0
01/2006;PB;Frango;5638;0
01/2006;RS;Frango;61243785;0
01/2006;RS;Novilho Intermediario;8176;0
01/2006;SP;Novilho Intermediario;9453;0
01/2007;PI;Bovino;20;0
01/2007;PR;Porco Matrizeiro;38;0
01/2007;RJ;Muar;6;3
01/2008;MG;Equino;649;445
01/2008;MT;Galinha;133627;0
01/2008;PR;Bufala;175;0
01/2008;RS;Avestruz Fêmea;35;0
01/2009;DF;Bovino;0;16
01/2009;PR;Vitelo;65;0
01/2009;SC;Equino;136;191
01/2009;SC;Galinha Dangola;3042;0
01/2009;SC;Perdiz;6094;0
01/2009;SC;Porco Matrizeiro;220;0
01/2010;PR;Galinha;718175;0
01/2010;RO;Equino;7;15
01/2010;RS;Equino;567;552
01/2010;RS;Porca Matrizeira;5928;0
01/2010;SE;Frango;36107;0
01/2011;BA;Bovino;24758;5509
01/2011;MG;Galo;3394;0
01/2011;PR;Bufala;27;0
01/2011;RS;Suino;250643;219276
01/2012;MG;Bovino;61296;33894
01/2012;MS;Suino Tipo Banha,;65;0
01/2012;TO;Equino;6;1
01/2013;GO;Novilho Intermediario;9164;0
01/2013;MG;Vitelo;1700;0
01/2013;MS;Bufala;50;0
01/2013;MT;Galinha;521106;0
01/2013;RS;Cordeiro;1731;0
01/2013;RS;Novilhao;1555;0
01/2013;TO;Frango;740030;0
01/2014;GO;Suino;665;183
01/2014;PR;Bufala;28;0
01/2014;RJ;Leitoa;260;0
01/2014;SP;Bufala;42;0
01/2014;SP;Cordeiro;132;0
01/2014;SP;Suino;11476;9337
01/2015;GO;Novilha Precoce;5238;0
01/2015;GO;Suino;71442;54051
01/2015;MT;Bufalo;3;0
01/2015;MT;Vaca;7494;0
01/2015;PB;Frango;1608514;0
01/2015;RO;Bovino;24713;17270
01/2015;RO;Novilhao;26024;0
01/2015;SP;Novilha Precoce;684;0
01/2016;DF;Bovino;102;103
01/2016;RO;Novilhao;25024;0
01/2016;TO;Bovino;47604;22951
01/2017;BA;Cabrita;100;0
01/2017;CE;Frango;460311;0
01/2017;DF;Ovino;15;74
01/2017;SC;Bufala;29;0
01/2017;SC;Galinha;652948;0
01/2018;GO;Ovino;161;14
01/2018;MS;Novilhao;375;0
01/2019;PA;Bufala;13;0
01/2019;PI;Frango;241657;0
01/2019;RR;Bovino;1411;386
01/2019;RS;Frango;66432092;0
01/2020;MS;Galinha;92697;0
01/2020;PR;Porco Matrizeiro;83;0
01/2020;SC;Suino Tipo Carne,;75965;72526
01/2021;PR;Bovino;34743;17068
01/2021;RS;Suino;295088;300628
01/2022;MG;Galo;4516;0
02/2002;PA;Bovino;480;0
02/2002;RS;Galeto;112623;0
02/2003;PR;Bufala;60;0
02/2003;SC;Peru;740142;0
02/2004;GO;Asinino;1;0
02/2004;GO;Novilhao;10385;0
02/2004;GO;Porca Matrizeira;1324;0
02/2004;PR;Marreco;1000;0
02/2004;PR;Ovino;10;5
02/2004;SC;Bovino;1880;2453
02/2004;SC;Suino;161433;111813
02/2004;SE;Bovino;3069;223
02/2005;AC;Bovino;6375;440
02/2005;RN;Caprino;50;0
02/2005;RS;Suino;158223;154641
02/2005;SE;Bovino;2418;117
02/2005;SP;Suino;6441;2871
02/2006;MG;Muar;24;37
02/2006;MG;Porca Matrizeira;1430;0
02/2006;MS;Suino Tipo Carne,;28878;34429
02/2006;RS;Bovino;24500;23090
02/2006;SC;Bovino;1875;4193
02/2007;CE;Caprino;43;171
02/2007;MG;Bufalo;3;0
02/2007;MS;Cordeiro;10;0
02/2007;MT;Suino;32238;36970
02/2007;PE;Galeto;176608;0
02/2007;PR;Avestruz Fêmea;20;0
02/2007;PR;Muar;2;4
02/2007;RS;Leitao;1322;0
02/2007;SE;Nonato;60;0
02/2008;PR;Faizão;268252;0
02/2008;SC;Novilho Intermediario;380;0
02/2009;AC;Bovino;13726;5448
02/2009;BA;Asinino;106;103
02/2009;PA;Bufalo;67;0
02/2009;RS;Touro/Touruno;25;0
02/2009;SE;Ovino;50;65
02/2010;MT;Bufalo;14;0
02/2010;PE;Galeto;374671;0
02/2010;RS;Capao;5404;0
02/2010;RS;Muar;0;2
02/2010;SP;Nonato;28;0
02/2011;MG;Vitelo;624;0
02/2011;MS;Bovino;149729;144015
02/2011;MS;Suino;20270;20236
02/2011;MT;Novilhao;84741;0
02/2011;MT;Novilhona;51410;0
02/2011;MT;Ovino;415;392
02/2011;PR;Galinha;777123;0
02/2011;SP;Novilho Precoce;185;0
02/2012;DF;Suino;7764;370
02/2012;MA;Bovino;28996;1321
02/2012;MG;Equino;99;70
02/2012;MS;Suino;5138;7167
02/2012;RS;Cordeiro;3154;0
02/2012;SC;Bovino;1348;3161
02/2012;SC;Pato;246870;0
02/2012;SP;Novilho Intermediario;2324;0
02/2013;PR;Novilha Intermediaria;1482;0
02/2013;SP;Suino Tipo Banha,;152;0
02/2014;MG;Suino Tipo Carne,;73207;55144
02/2014;RS;Cordeira;703;0
02/2014;SP;Suino;12735;8844
02/2015;ES;Galinha;26027;0
02/2015;SC;Novilho Precoce;897;0
02/2016;GO;Novilhona;4902;0
02/2016;PA;Suino;297;0
02/2016;PR;Novilhao;1622;0
02/2016;SC;Novilho Precoce;1588;0
02/2016;SP;Suino;6863;6110
02/2017;MG;Rã;800;0
02/2017;PA;Novilhona;2934;0
02/2017;PR;Vaca;4539;0
02/2018;GO;Galinha;311488;0
02/2019;MS;Porco Nao Classificado;4789;0
02/2019;PR;Leitao;1128;0
02/2019;RO;Frango;1002570;0
02/2019;RS;Suino Tipo Carne,;30596;30692
02/2019;SP;Porco Matrizeiro;6;0
02/2020;MG;Suino Tipo Carne,;104929;45671
02/2020;MT;Bufala;59;0
02/2021;MS;Ovino;275;195
02/2021;PB;Frango;35803;0
02/2021;PR;Suino Tipo Carne,;81791;74024
02/2022;RS;Peru;138956;280457
03/2002;TO;Novilhona;210;0
03/2003;MS;Vitelo;728;0
03/2003;MT;Touro/Touruno;1967;0
03/2003;RS;Javali;126;119
03/2004;MT;Novilhona;64738;0
03/2004;PE;Ovino;0;118
03/2004;SC;Galinha;146328;0
03/2005;CE;Caprino;92;22
03/2005;MT;Vaca;28072;0
03/2005;PE;Ovino;18;0
03/2005;RS;Ovino;3860;2055
03/2005;SC;Novilho Intermediario;2715;0
03/2005;SP;Galinha;316640;0
03/2006;MG;Galeto;1512;0
03/2006;MS;Avestruz;68;0
03/2006;MS;Galinha;44037;0
03/2006;RS;Peru;473696;0
03/2006;RS;Vaca;7270;0
03/2007;MG;Novilha Intermediaria;901;0
03/2007;PR;Novilhao;4133;0
03/2007;RS;Novilhona;3353;0
03/2007;RS;Vaca;3434;0
03/2007;SP;Coelha;250;0
03/2008;BA;Ovino;1281;480
03/2008;MG;Galinha;134907;0
03/2008;MT;Galinha;125219;0
03/2008;PA;Novilhona;1355;0
03/2008;RJ;Equino;156;135
03/2008;RS;Leitao;1675;0
03/2008;RS;Novilho Precoce;4469;0
03/2008;SC;Peru;843743;0
03/2009;GO;Peru;556435;0
03/2009;RJ;Bovino;1178;1833
03/2010;MT;Bufala;17;0
03/2010;PR;Leitoa;180;0
03/2010;RJ;Bovino;1251;1806
03/2010;RS;Bovino;32070;28126
03/2010;RS;Leitoa;1477;0
03/2010;SC;Bufalo;8;0
03/2010;SC;Leitao;2;0
03/2011;GO;Novilha Intermediaria;5988;0
03/2011;GO;Peru;466291;0
03/2011;MT;Novilha Intermediaria;60;0
03/2011;RS;Coelho;732;0
03/2011;SP;Bufalo;58;0
03/2011;SP;Novilha Precoce;639;0
03/2012;BA;Suino;735;30
03/2012;MT;Galo;7475;0
03/2012;PR;Porco Matrizeiro;1;0
03/2012;PR;Porco Nao Classificado;71;0
03/2012;SC;Equino;12;9
03/2012;SC;Pato;241066;0
03/2012;TO;Bovino;32036;39279
03/2013;AM;Vaca;40;0
03/2013;MS;Suino Tipo Carne,;55288;4228
03/2013;PR;Ovino;80;490
03/2013;SP;Novilha Precoce;1040;0
03/2014;RS;Equino;375;387
03/2014;SP;Novilho Precoce;689;0
03/2016;RJ;Galinha;3332;0
03/2016;RS;Vaca;6219;0
03/2017;GO;Touro/Touruno;7021;0
03/2017;MS;Galinha;40549;0
03/2017;RS;Galinha De Postura;25246;0
03/2017;RS;Novilhao;790;0
03/2017;SC;Coelho;1380;0
03/2017;SC;Ovino;10;0
03/2017;SC;Porco Nao Classificado;161557;0
03/2017;TO;Vaca;50;0
03/2018;BA;Galo;1599;0
03/2018;MT;Novilhao;45115;0
03/2018;PR;Galo;96937;0
03/2019;MT;Galinha;430637;0
03/2020;MG;Bovino;104402;53498
03/2020;MG;Bufalo;119;0
03/2020;PA;Novilho Intermediario;4740;0
03/2020;RS;Frango;68171430;0
03/2020;TO;Bovino;47151;18979
03/2021;MT;Aves;2752517;1521536
03/2021;PA;Aves;1670674;9594
03/2022;CE;Asinino;5;336
03/2022;MG;Suíno;492624;270601
03/2022;SP;Equino;7;7
04/2002;MG;Suino;18984;17912
04/2002;PR;Frango;11145350;0
04/2003;BA;Frango;2852349;0
04/2003;DF;Frango;2498983;0
04/2003;GO;Bufala;20;0
04/2003;RS;Suino Tipo Carne,;21240;23020
04/2003;SC;Novilha Precoce;218;0
04/2004;GO;Asinino;6;3
04/2004;PR;Galinha;155633;0
04/2004;RS;Cordeiro;2408;0
04/2005;MS;Novilhao;570;0
04/2005;RS;Leitoa;81;0
04/2005;SP;Equino;852;859
04/2005;SP;Novilhona;153;0
04/2006;MS;Bufalo;54;0
04/2006;PR;Coelho;2299;0
04/2006;RN;Ovino;70;0
04/2006;SC;Leitao;1357;0
04/2006;SC;Porco Nao Classificado;36694;0
04/2007;PR;Galinha;393699;0
04/2007;RO;Touro/Touruno;4544;0
04/2007;RS;Capao;2221;0
04/2007;SC;Novilhao;407;0
04/2007;SC;Pato;40726;0
04/2007;SC;Suino Tipo Banha,;60;0
04/2007;SE;Nonato;225;0
04/2008;RS;Bufala;31;0
04/2008;RS;Capao;764;0
04/2008;RS;Novilhao;6291;0
04/2008;SE;Ovino;30;40
04/2009;ES;Galinha;12584;0
04/2009;MG;Equino;889;650
04/2009;MS;Bufalo;79;0
04/2009;PA;Novilhona;1654;0
04/2009;PR;Novilhona;739;0
04/2009;RO;Novilha Precoce;96;0
04/2009;RS;Galo;7245;0
04/2009;SP;Leitao;30;0
04/2010;MT;Nonato;108;0
04/2010;MT;Porca Matrizeira;1636;0
04/2010;PR;Bufalo;93;0
04/2010;SC;Coelho;450;0
04/2010;SC;Marreco;4477;0
04/2011;MG;Vaca;676;0
04/2011;MS;Muar;1;10
04/2011;MS;Novilhona;40;0
04/2011;MT;Ovino;0;148
04/2011;MT;Suino;12505;12392
04/2012;GO;Equino;74;42
04/2012;GO;Galo;912;0
04/2012;MT;Frango;17262841;0
04/2013;PR;Porca Matrizeira;900;0
04/2014;MS;Frango;10581651;0
04/2014;SC;Codorna;477692;0
04/2014;SP;Leitao;4;0
04/2014;SP;Novilhao;3227;0
04/2015;GO;Bovino;96090;24620
04/2015;GO;Bufala;27;0
04/2015;MG;Bufalo;51;0
04/2016;BA;Frango;3659228;0
04/2016;BA;Galo;4875;0
04/2016;MG;Suino Tipo Banha,;21;23
04/2016;MT;Porca Matrizeira;1801;0
04/2016;PR;Leitao;20;0
04/2016;RJ;Bovino;1411;415
04/2016;SC;Suino;263841;247077
04/2016;SP;Cordeiro;48;0
04/2017;MT;Touro/Touruno;134;0
04/2017;SP;Novilho Intermediario;2365;0
04/2018;SC;Suino;328819;289627
04/2019;GO;Frango;36589223;0
04/2019;MS;Galinha;65025;0
04/2019;PI;Bovino;250;0
04/2019;SP;Bufala;12;0
04/2020;GO;Galinha;226148;0
04/2020;MG;Frango;33551133;0
04/2020;MT;Leitoa;77;0
04/2020;PB;Frango Especial;31344;0
04/2021;BA;Muar;165;224
04/2021;MG;Tilápia, Tilápia-do-Nilo;57610;0
05/2003;GO;Bovino;129187;91962
05/2003;GO;Suino Tipo Carne,;66909;0
05/2003;MG;Galinha;47388;0
05/2003;SP;Frango;28175110;0
05/2004;BA;Asinino;20;43
05/2004;CE;Equino;0;63
05/2004;SC;Galinha;347619;0
05/2004;SP;Avestruz;39;0
05/2004;TO;Bufalo;1;0
05/2005;MG;Coelha;307;0
05/2005;PR;Asinino;1;0
05/2005;RS;Novilho Intermediario;4289;0
05/2005;SC;Leitoa;241;0
05/2005;SC;Novilhao;565;0
